city,variant,seed,sparsification_pct,max_stretch,n_repairs,scc_connected
Rome,C_GA_Threshold_plus_Feedback,7,11.022448956558053,1.4720762079502,8390,True
Rome,D_Random_Pruning(matched),7,11.022448956558053,1.3500922672011735,9144,True
Rome,E_Fuzzy_Pruning,8,11.03712147718423,1.4210300786509011,8729,True
Rome,C_GA_Threshold_plus_Feedback,8,11.03712147718423,1.4901121878916364,8397,True
Rome,D_Random_Pruning(matched),8,11.03712147718423,1.3431221618968958,9211,True
Rome,E_Fuzzy_Pruning,9,11.063080552138238,1.4890229146562832,8844,True
Rome,C_GA_Threshold_plus_Feedback,9,11.063080552138238,1.4890229146562832,8432,True
Rome,D_Random_Pruning(matched),9,11.063080552138238,1.4863428377460697,9210,True
Rome,E_Fuzzy_Pruning,10,11.008905091364657,1.3811694587334646,8818,True
Rome,C_GA_Threshold_plus_Feedback,10,11.008905091364657,1.385216560758331,8378,True
Rome,D_Random_Pruning(matched),10,11.008905091364657,1.4461310465809114,9157,True
Rome,E_Fuzzy_Pruning,11,11.052922653243192,1.464204638434129,8792,True
Rome,C_GA_Threshold_plus_Feedback,11,11.052922653243192,1.495374352919737,8402,True
Rome,D_Random_Pruning(matched),11,11.052922653243192,1.2570868862513662,9204,True
Rome,E_Fuzzy_Pruning,12,11.114998702046252,1.3886220609495135,8796,True
Rome,C_GA_Threshold_plus_Feedback,12,11.114998702046252,1.3886220609495135,8457,True
Rome,D_Random_Pruning(matched),12,11.114998702046252,1.4537864596640149,9226,True
Rome,E_Fuzzy_Pruning,13,11.099197525987291,1.4377191539362715,8772,True
Rome,C_GA_Threshold_plus_Feedback,13,11.099197525987291,1.485028580215142,8451,True
Rome,D_Random_Pruning(matched),13,11.099197525987291,1.4229291130752415,9190,True
Rome,E_Fuzzy_Pruning,14,11.043893409780928,1.4099846933103393,8825,True
Rome,C_GA_Threshold_plus_Feedback,14,11.043893409780928,1.3400296675323393,8419,True
Rome,D_Random_Pruning(matched),14,11.043893409780928,1.304109068620696,9215,True
Rome,E_Fuzzy_Pruning,15,11.043893409780928,1.475129741120129,8824,True
Rome,C_GA_Threshold_plus_Feedback,15,11.043893409780928,1.4818099634275674,8399,True
Rome,D_Random_Pruning(matched),15,11.043893409780928,1.483557535252354,9181,True
Rome,E_Fuzzy_Pruning,16,11.093554248823377,1.4976362372955818,8771,True
Rome,C_GA_Threshold_plus_Feedback,16,11.093554248823377,1.4962300345749606,8446,True
Rome,D_Random_Pruning(matched),16,11.093554248823377,1.423116179885413,9221,True
Rome,E_Fuzzy_Pruning,17,11.119513323777385,1.4737433853948219,8784,True
Rome,C_GA_Threshold_plus_Feedback,17,11.119513323777385,1.4575485239567196,8468,True
Rome,D_Random_Pruning(matched),17,11.119513323777385,1.3740023328750886,9227,True
